_id,Center,test_date,physics,chemistry,resultstatus,pp_totalmarks,Full_name,maths_new,new_total,name,Phone,Password
681,Brooklyn,2024-08-11,,,Absent,300,Louis Bullard,0,0,The Box House Hotel,7923458257,The8257
682,Brooklyn,2024-07-14,,,Absent,180,Vita Noonkester,0,0,Olia,7456089933,Oli9933
683,Manhattan,2024-05-19,8,23,Present,300,Lakeesha Lesniak,13,44,G,6947939585,G9585
684,Manhattan,2024-05-19,11,27,Present,300,Charlette Larry,10,48,Cici,6032120340,Cic0340
685,Brooklyn,2024-07-28,87,127,Present,720,Heidi Abadie,282,496,The Box House Hotel,3726486055,The6055
686,Brooklyn,2024-07-07,0,13,Present,300,Shandi Medders,22,35,The Box House Hotel,8173284346,The4346
687,Brooklyn,2024-06-30,31,26,Present,720,Jenny Severino,50,107,The Box House Hotel,3605291190,The1190
688,Brooklyn,2024-07-21,,,Absent,180,Patience Marley,0,0,The Box House Hotel,8271339032,The9032
689,Brooklyn,2024-05-26,27,57,Present,360,Lily Wolter,86,170,The Box House Hotel,1923961695,The1695
690,Brooklyn,2024-06-09,,,Absent,75,Robbyn Diem,0,0,The Box House Hotel,5845130830,The0830
691,Brooklyn,2024-06-23,60,57,Present,300,Odette Laclair,41,158,The Box House Hotel,4925376348,The6348
692,Brooklyn,2024-06-30,51,36,Present,300,Charlsie Stern,53,140,The Box House Hotel,3450573030,The3030
693,Brooklyn,2024-06-02,,,Absent,720,Anne Dresel,0,0,The Box House Hotel,1181091956,The1956
694,Queens,2024-08-24,56,46,Present,720,Josefina Smiley,289,391,Sharma,3363246018,Sha6018
695,Brooklyn,2024-05-19,,,Absent,360,Lisette Mehr,0,0,The Box House Hotel,5339920470,The0470
696,Brooklyn,2024-08-24,102,96,Present,720,Sherryl Siers,275,473,Stephanie,1411760837,Ste0837
699,Brooklyn,2024-08-24,,,Absent,720,Caitlin Bessey,0,0,Antonio,4152056314,Ant6314
700,Manhattan,2024-06-23,,,Absent,720,Cristine Roder,0,0,Claudia,8135803528,Cla3528
701,Queens,2024-06-02,,,Absent,720,Claire Sward,0,0,Cristina,4191791908,Cri1908
702,Manhattan,2024-08-11,,,Absent,720,Adelle Kovach,0,0,Janine,5684976868,Jan6868
703,Brooklyn,2024-06-23,145,160,Present,720,Melissa Kear,345,650,Pamela,6275102500,Pam2500
704,Brooklyn,2024-06-16,,,Absent,300,Rosetta Flagg,0,0,Jaime,4872950487,Jai0487
705,Brooklyn,2024-06-16,,,Present,75,Kina Koffler,53,53,Adolfo,6385154639,Ado4639
706,Brooklyn,2024-07-07,69,53,Present,300,Lang Silver,52,174,Daniel,4659003292,Dan3292
707,Brooklyn,2024-07-07,,,Absent,300,Regina Lentine,0,0,S,9287230079,S0079
708,Brooklyn,2024-07-07,67,59,Present,300,Viki Cartledge,60,186,Annie,1074579398,Ann9398
709,Queens,2024-07-14,82,21,Present,720,Brett Aasen,265,368,Kim,6573737525,Kim7525
710,Manhattan,2024-06-02,49,45,Present,720,Glynda Maine,302,396,Chad,5466031573,Cha1573
711,Manhattan,2024-06-02,,,Absent,720,Joane Hasler,0,0,Andrea,7982853127,And3127
712,Manhattan,2024-08-04,,,Absent,144,Sook Varnell,0,0,Adrienne,96073216,Adr3216
713,Staten Island,2024-07-07,,,Absent,300,Priscila Leanos,0,0,Marina,805720482,Mar0482
714,Staten Island,2024-08-04,,,Absent,144,Evan Deslauriers,0,0,Marina,5193268195,Mar8195
715,Staten Island,2024-06-09,11,9,Present,75,Luz Huddleston,35,55,Marina,7215933098,Mar3098
716,Brooklyn,2024-05-19,95,77,Present,300,Joann Montag,85,257,Alexander,8213677881,Ale7881
717,Manhattan,2024-07-14,-2,0,Present,720,Jeannine Pfeil,64,62,Ro,6384995851,Ro5851
718,Brooklyn,2024-08-11,135,108,Present,720,Raina Batdorf,271,514,Christine,5862034946,Chr4946
719,Manhattan,2024-07-28,29,13,Present,300,Madge Lossing,47,89,Keiko,477823546,Kei3546
720,Manhattan,2024-08-11,34,59,Present,720,Vannessa Lopez,212,305,Liah,7713472223,Lia2223
721,Manhattan,2024-07-28,,,Absent,300,Irvin Bumbrey,0,0,Lindsey,4207941502,Lin1502
722,Manhattan,2024-07-28,,,Absent,300,Candida Salinas,0,0,Nadya,163223471,Nad3471
723,Manhattan,2024-08-24,,,Absent,180,Natalya Bremer,0,0,Lauren,236124361,Lau4361
724,Brooklyn,2024-08-24,,,Absent,180,Shalon Brook,0,0,Wade,4114833818,Wad3818
725,Manhattan,2024-08-07,5,6,Present,180,Kathaleen Clepper,14,25,Juliana,8968243386,Jul3386
726,Manhattan,2024-08-11,18,50,Present,720,Fausto Dionne,221,289,West Village,3395378061,Wes8061
727,Brooklyn,2024-08-04,2,0,Present,198,Hildegarde Kitch,0,2,Marisa And Colin,7953446746,Mar6746
728,Manhattan,2024-06-30,13,8,Present,300,Jarrett Celestin,35,56,Dominique,9524140290,Dom0290
729,Manhattan,2024-06-02,,,Absent,720,Deneen Wind,0,0,Nicole,8955094428,Nic4428
730,Brooklyn,2024-06-30,23,39,Present,300,Bradly Ratchford,7,69,Shaun,2085273604,Sha3604
731,Queens,2024-07-14,,,Absent,180,Gayle Modica,0,0,Joanne,4314759704,Joa9704
732,Manhattan,2024-07-14,2,2,Present,180,Miles Wyrick,2,6,C,978216179,C6179
733,Manhattan,2024-07-14,,,Absent,180,Hilton Cousin,0,0,Allan,8032537312,All7312
734,Brooklyn,2024-07-14,6,5,Present,75,Porsha Adcock,20,31,Leo,4773342680,Leo2680
735,Brooklyn,2024-07-07,,,Absent,300,Renita Glavin,0,0,Adolfo,3788272264,Ado2264
736,Manhattan,2024-07-21,136,175,Present,720,Hannelore Yetter,351,662,Akiko,9587981542,Aki1542
737,Manhattan,2024-07-28,36,34,Present,720,Norine Cane,245,315,Sandra,6074162021,San2021
738,Manhattan,2024-07-14,28,11,Present,180,Faustina Szabo,3,42,Jen,7306562759,Jen2759
739,Brooklyn,2024-07-14,,,Absent,360,Jeraldine Luque,0,0,Jill,5580675173,Jil5173
740,Manhattan,2024-07-28,29,37,Present,720,Elza Prager,124,190,Brian,5221060108,Bri0108
741,Manhattan,2024-07-28,7,58,Present,720,Jodee Grimm,165,230,Brian,7266724426,Bri4426
742,Brooklyn,2024-08-04,,,Absent,300,Alba Mcpherson,0,0,Elena,2405054514,Ele4514
743,Manhattan,2024-08-11,22,10,Present,300,Tinisha Addington,12,44,Asia Joanna,9820691996,Asi1996
744,Manhattan,2024-08-04,35,0,Present,300,Myrtice Andino,-5,30,Drew,3415306870,Dre6870
745,Manhattan,2024-07-28,18,9,Present,300,Kathern Gebo,34,61,Roberto  Mike,3177601392,Rob1392
746,Manhattan,2024-06-30,,,Absent,300,Almeta Razo,0,0,Fred,5300808409,Fre8409
747,Queens,2024-06-02,,,Absent,720,Jared Threlkeld,0,0,Jocelin,5202988635,Joc8635
748,Bronx,2024-08-25,,,Absent,300,Lashawna Hough,0,0,Clara,464579887,Cla9887
749,Brooklyn,2024-08-25,29,36,Present,300,Kristi Tow,18,83,Janice,3512612334,Jan2334
750,Manhattan,2024-06-02,,,Absent,720,Luther Lefevers,0,0,Vivianne,9477240643,Viv0643
751,Manhattan,2024-07-14,,,Absent,75,Wilmer Larkin,0,0,Eyal And Amy,5196564715,Eya4715
752,Brooklyn,2024-07-07,,,Absent,300,Cammy Scalf,0,0,Vishal,805435893,Vis5893
753,Manhattan,2024-07-21,8,19,Present,300,Deedee Prokop,35,62,Sergio,8590927043,Ser7043
754,Brooklyn,2024-07-07,60,42,Present,300,Leandra Allinder,25,127,Antoinette,4086187980,Ant7980
755,Queens,2024-07-07,,,Absent,300,Terrilyn Maly,0,0,M,8356882291,M2291
756,Brooklyn,2024-07-21,76,104,Present,720,Riley Wimbish,295,475,Chavisa,5060220348,Cha0348
757,Queens,2024-07-21,60,70,Present,300,Merrilee Shook,52,182,Janina,1024221428,Jan1428
758,Brooklyn,2024-06-16,171,99,Present,720,Filiberto Alverson,283,553,Juliet,9299100512,Jul0512
759,Manhattan,2024-07-14,30,38,Present,144,Elyse Kendig,43,111,Cameron,7787879856,Cam9856
760,Brooklyn,2024-07-21,,,Present,75,Alysha Ohern,47,47,Javier Pedraza,7865642161,Jav2161
761,Brooklyn,2024-06-30,45,40,Present,720,Armando Fortney,250,335,Javier Pedraza,3068873872,Jav3872
762,Brooklyn,2024-08-04,2,-3,Present,300,Lavona Shoup,1,0,Kevin,3892410181,Kev0181
763,Brooklyn,2024-06-30,,,Present,75,Quentin Wroten,48,48,Lex,2976039216,Lex9216
764,Brooklyn,2024-07-07,141,142,Present,720,Coral Bow,325,608,Lex,2280953223,Lex3223
765,Manhattan,2024-06-02,,,Absent,720,Lorrie Bradley,0,0,James,5269259900,Jam9900
766,Manhattan,2024-06-02,,,Absent,720,Eliana Zych,0,0,Max,4219447347,Max7347
767,Manhattan,2024-08-25,,,Absent,720,Brigida Edgar,0,0,Aj,503447761,Aj7761
768,Manhattan,2024-08-25,7,27,Present,720,Kourtney Fannin,214,248,Arthur,2197100202,Art0202
769,Manhattan,2024-06-16,137,92,Present,720,Peg Mcelyea,283,512,M,928834860,M4860
770,Brooklyn,2024-06-16,,,Absent,720,Elizabet Bodine,0,0,Diana,8439094273,Dia4273
771,Brooklyn,2024-07-14,,,Absent,144,Fannie Bostic,0,0,Valerie,3404249578,Val9578
772,Brooklyn,2024-08-04,,,Absent,300,Carolann Dupler,0,0,Elizabeth,245318541,Eli8541
773,Manhattan,2024-07-21,,,Absent,75,Devora Mcguire,0,0,West Village,9259480674,Wes0674
774,Manhattan,2024-06-16,45,85,Present,720,Myrtie Splawn,311,441,Delia,2337094429,Del4429
775,Manhattan,2024-07-07,10,3,Present,300,Riva Cha,11,24,Stacia,8577897311,Sta7311
776,Brooklyn,2024-07-14,,,Absent,75,Albert Redd,0,0,Andrew,5564175249,And5249
777,Brooklyn,2024-07-07,,,Absent,300,Harley Mcmeen,0,0,Aaron,6854010450,Aar0450
778,Manhattan,2024-07-07,29,12,Present,300,Malika Alanis,21,62,Catherine,1106583494,Cat3494
779,Brooklyn,2024-07-07,18,1,Present,300,Arcelia Eubanks,-10,9,Kwab,9931614440,Kwa4440
780,Brooklyn,2024-07-28,22,4,Present,720,Mandie Benito,28,54,Dena,4247138832,Den8832
781,Brooklyn,2024-07-28,67,75,Present,720,Terry Cleary,276,418,Chauncey,1710303295,Cha3295
782,Manhattan,2024-07-21,0,11,Present,720,Nicolas China,134,145,Allan,4233370226,All0226
783,Brooklyn,2024-05-19,,,Absent,300,Claud Linley,0,0,Rosa,8883521345,Ros1345
784,Manhattan,2024-07-07,,,Absent,300,Rae Luciani,0,0,Jim,8389694729,Jim4729
785,Brooklyn,2024-07-21,,,Present,75,Ines Scalf,51,51,Michelle,1043052684,Mic2684
786,Manhattan,2024-07-28,,,Absent,720,Tera Durante,0,0,Bia,6964002746,Bia2746
787,Queens,2024-06-16,,,Absent,300,Markus Kump,0,0,Heidi,2654272491,Hei2491
788,Manhattan,2024-09-07,,,Absent,180,Clare Hakes,0,0,Cathryne,4386778599,Cat8599
790,Manhattan,2024-08-24,2,30,Present,720,Celestine Metheny,42,74,Erica,2564100442,Eri0442
791,Brooklyn,2024-08-04,1,6,Present,198,Jerrell Goold,-1,6,Gordy,3893941411,Gor1411
793,Brooklyn,2024-09-01,1,13,Present,180,Ailene Eddleman,11,25,Gabrielle,6852458025,Gab8025
794,Manhattan,2024-07-21,21,-4,Present,300,Cora Leeds,12,29,Vimal,2154743669,Vim3669
795,Brooklyn,2024-07-14,,,Absent,75,Mirian Orman,0,0,Barbara,2913281898,Bar1898
796,Manhattan,2024-06-23,28,17,Present,300,Rachel Rink,32,77,Tw,2405295175,Tw5175
797,Brooklyn,2024-07-07,28,10,Present,300,Natalya Falgoust,22,60,Dan,49039031,Dan9031
798,Manhattan,2024-07-07,25,23,Present,300,Garnett Calderone,1,49,Lydia,2301151993,Lyd1993
799,Brooklyn,2024-07-07,52,36,Present,300,Dorethea Dudding,46,134,Dian,9833179532,Dia9532
800,Brooklyn,2024-07-28,73,53,Present,720,Jaimie Siemers,281,407,Kate,9229071397,Kat1397
801,Brooklyn,2024-08-11,,,Absent,720,Milton Sabol,0,0,Diana,4478430544,Dia0544
802,Brooklyn,2024-05-19,,,Absent,300,Betsey Gallman,0,0,Eliza,3843313508,Eli3508
803,Manhattan,2024-07-14,,,Absent,180,Molly Mckinzie,0,0,Luis,6829011855,Lui1855
804,Brooklyn,2024-07-28,,,Absent,720,Carrol Harrelson,0,0,Elizabeth,8097428029,Eli8029
805,Brooklyn,2024-08-04,62,37,Present,300,Dylan Mcbay,55,154,Oz,380412736,Oz2736
806,Manhattan,2024-08-07,,,Absent,180,Veta Fultz,0,0,Jose,339715323,Jos5323
807,Brooklyn,2024-08-11,,,Absent,300,Mariette Whitten,0,0,Louisa,8315374875,Lou4875
808,Manhattan,2024-06-30,,,Absent,720,Xenia Parrales,0,0,Dara,5264975773,Dar5773
809,Manhattan,2024-07-21,68,79,Present,300,Erwin Ohlinger,4,151,Jesper,1009380090,Jes0090
810,Manhattan,2024-06-30,15,38,Present,720,Zetta Haan,85,138,Eric,9945721529,Eri1529
811,Brooklyn,2024-07-07,23,21,Present,300,Rusty Twiggs,41,85,Anamaria,1941616219,Ana6219
812,Brooklyn,2024-07-14,,,Absent,180,Zachary Pitre,0,0,Erika,1066707212,Eri7212
813,Manhattan,2024-07-14,,,Absent,180,Stacy Andrzejewski,0,0,Karin,3507703621,Kar3621
814,Brooklyn,2024-06-30,,,Absent,300,Julie Heineman,0,0,Jameelah,9811142378,Jam2378
815,Manhattan,2024-06-30,49,28,Present,300,Yuriko Temme,30,107,Carey,2428431286,Car1286
816,Brooklyn,2024-08-24,,,Absent,180,Deidra Hufford,0,0,Yvette,7933279611,Yve9611
817,Brooklyn,2024-06-02,,,Absent,720,Anisa Gordillo,0,0,Keow,3635300994,Keo0994
818,Brooklyn,2024-07-28,22,2,Present,300,Luna Gleaton,27,51,Olly,2161894662,Oll4662
819,Brooklyn,2024-08-24,,,Absent,180,Laci Pasko,0,0,Hibo,534847806,Hib7806
820,Brooklyn,2024-08-04,,,Absent,198,Julene Kohr,0,0,Paul & Ewa,2980635863,Pau5863
821,Manhattan,2024-08-11,9,9,Present,300,Felicita Bemis,5,23,Jasmine,2464389496,Jas9496
822,Brooklyn,2024-08-11,104,81,Present,720,Hollis Okeefe,284,469,Michael,7778336914,Mic6914
823,Manhattan,2024-08-04,12,16,Present,198,Margherita Ceron,-4,24,Max,7908012895,Max2895
824,Manhattan,2024-07-07,28,31,Present,300,Doyle Kegler,20,79,Elle,1438592868,Ell2868
825,Manhattan,2024-07-07,5,0,Present,300,Kris Zuniga,0,5,Geoff,2569482506,Geo2506
826,Queens,2024-07-07,44,8,Present,300,Ladawn Reitz,31,83,Ronaldo,642036955,Ron6955
827,Brooklyn,2024-06-02,,,Absent,720,Isaiah Frink,0,0,Pia,5158745594,Pia5594
828,Manhattan,2024-08-04,,,Absent,144,Demetrius Meadow,0,0,Mikki & Bazi,9146831146,Mik1146
829,Manhattan,2024-08-04,22,17,Present,198,Markus Mcduffy,15,54,Philip,7048880404,Phi0404
830,Brooklyn,2024-07-14,,,Absent,720,Otelia Montoya,0,0,Rohan,2282367163,Roh7163
831,Queens,2024-08-04,,,Absent,75,Florene Chartrand,0,0,Natalia,9898964577,Nat4577
832,Manhattan,2024-06-02,,,Absent,720,Olene Fink,0,0,Alejandra,7741260369,Ale0369
833,Manhattan,2024-07-07,17,4,Present,300,Gerardo Mazurek,27,48,Hubert,7137743427,Hub3427
834,Brooklyn,2024-08-04,14,5,Present,144,Victor Brunswick,23,42,Urszula,1682545393,Urs5393
835,Brooklyn,2024-07-07,11,-5,Present,300,Sheilah Izaguirre,22,28,Svetlana,6292762122,Sve2122
836,Manhattan,2024-08-04,,,Present,75,Jenae Newbold,42,42,Sena,6404571361,Sen1361
837,Brooklyn,2024-07-14,,,Absent,360,Jospeh Foushee,0,0,Olly,5044603592,Oll3592
838,Brooklyn,2024-07-28,,,Absent,100,Peggie Pankey,0,0,The Box House Hotel,5238140906,The0906
839,Queens,2024-05-19,49,32,Present,300,Coralee Basel,44,125,Carmen,9804973502,Car3502
840,Brooklyn,2024-06-23,22,54,Present,720,Loraine Mcmillan,263,339,The Box House Hotel,6347837779,The7779
841,Manhattan,2024-06-23,39,28,Present,720,Elidia Stutts,163,230,Irina,2261751202,Iri1202
842,Brooklyn,2024-08-07,,,Absent,180,Ria Atkins,0,0,The Box House Hotel,1822108671,The8671
843,Brooklyn,2024-08-24,,,Absent,180,Claudio Dibella,0,0,The Box House Hotel,3540532278,The2278
844,Brooklyn,2024-08-11,,,Absent,720,Vernell Millican,0,0,The Box House Hotel,3123938689,The8689
846,Brooklyn,2024-08-04,11,14,Present,360,Tajuana Rubalcaba,86,111,Pam,7267833324,Pam3324
847,Brooklyn,2024-08-25,,,Absent,300,Shaquana Thiele,0,0,The Box House Hotel,9132007985,The7985
848,Brooklyn,2024-08-24,,,Absent,180,Zane Applebee,0,0,Marissa,1243004141,Mar4141
849,Brooklyn,2024-07-14,22,21,Present,360,Terese Chace,131,174,Felicia,4290683257,Fel3257
850,Brooklyn,2024-07-07,,,Absent,300,Ruben Albee,0,0,Ric,9441208099,Ric8099
851,Manhattan,2024-07-28,91,114,Present,720,Claretta Helmers,333,538,Alan,5657214037,Ala4037
852,Brooklyn,2024-07-14,9,0,Present,180,Dorris Chastain,-3,6,Todd,5316681819,Tod1819
853,Queens,2024-07-14,,,Absent,360,Emerson Harriston,0,0,Weiwei,8933407403,Wei7403
854,Brooklyn,2024-07-14,57,43,Present,360,Pricilla Shedd,121,221,Glenn,8522546881,Gle6881
855,Brooklyn,2024-08-25,,,Absent,300,Carie Murry,0,0,Jacques,6933608794,Jac8794
856,Brooklyn,2024-06-02,,,Absent,720,Mitchel Obey,0,0,Brady,6673004046,Bra4046
857,Brooklyn,2024-06-30,,,Absent,300,Carlee Colella,0,0,Alison,8353390681,Ali0681
858,Brooklyn,2024-05-19,21,22,Present,360,Billye Kirsch,69,112,Sergio,3301108694,Ser8694
859,Brooklyn,2024-08-25,,,Absent,300,Yaeko Liz,0,0,Irina,2234259820,Iri9820
860,Brooklyn,2024-08-25,15,15,Present,300,Helene Boatman,10,40,Edward,1033462960,Edw2960
861,Brooklyn,2024-08-04,,,Absent,144,Rachele Buzzard,0,0,Jason,444645599,Jas5599
862,Manhattan,2024-08-04,,,Absent,720,Delinda Matta,0,0,Jessica,8003114738,Jes4738
863,Manhattan,2024-05-19,,,Absent,144,Hyun Melody,0,0,L,5965823435,L3435
864,Brooklyn,2024-08-11,,,Absent,720,Rey Letsinger,0,0,Tom,8907610852,Tom0852
865,Brooklyn,2024-05-26,14,33,Present,144,Gabriella Coyle,18,65,Eliza,6841911976,Eli1976
866,Manhattan,2024-05-26,23,28,Present,144,Demetria Mund,48,99,Ron,3334924368,Ron4368
867,Brooklyn,2024-06-02,,,Absent,720,Angeles Matteo,0,0,Alice,8660690464,Ali0464
868,Manhattan,2024-06-02,,,Absent,720,Venice Underhill,0,0,Dimitry,8037293860,Dim3860
869,Manhattan,2024-07-21,,,Present,75,Naoma Ames,64,64,Ibrahima,9445950330,Ibr0330
870,Manhattan,2024-07-21,,,Absent,300,Mora Katzman,0,0,Antonio,8174269349,Ant9349
871,Manhattan,2024-08-07,,,Absent,180,Grisel Berger,0,0,Carolyn,1752414114,Car4114
872,Brooklyn,2024-07-14,16,17,Present,144,Catheryn Buser,28,61,Kristina,6889428927,Kri8927
873,Brooklyn,2024-07-21,,,Present,75,Stephania Fail,48,48,Tina,6440223033,Tin3033
874,Brooklyn,2024-07-28,,,Absent,720,Marsha Canton,0,0,Oona,291325093,Oon5093
875,Manhattan,2024-07-28,,,Absent,720,Euna Risk,0,0,Ben,3329271390,Ben1390
876,Brooklyn,2024-07-07,14,23,Present,300,Leopoldo Osby,28,65,Magdalena,4382467337,Mag7337
877,Staten Island,2024-07-21,,,Absent,300,Stormy Browder,0,0,Jonathan,1248553731,Jon3731
878,Manhattan,2024-07-14,11,12,Present,75,Karrie Morrisey,28,51,Kimberly,637390183,Kim0183
879,Manhattan,2024-07-21,,,Absent,720,Tammera Uzzle,0,0,Kimberly,954364094,Kim4094
880,Brooklyn,2024-07-07,,,Absent,300,Mavis Macrae,0,0,Mary,8990671702,Mar1702
881,Manhattan,2024-07-14,21,39,Present,300,Ellyn Labrie,20,80,Brian,8155692170,Bri2170
882,Brooklyn,2024-07-14,-2,6,Present,180,Heike Roehrig,-1,3,Karen,9368277544,Kar7544
883,Manhattan,2024-09-01,31,-13,Present,720,Milissa Tiffany,206,224,Junior,4506086492,Jun6492
884,Queens,2024-06-02,,,Absent,720,Mona Clow,0,0,Richard,2846787313,Ric7313
885,Brooklyn,2024-07-14,,,Absent,180,Aurelio Angles,0,0,P,6042848744,P8744
886,Manhattan,2024-08-25,,,Absent,720,Dominque Bogner,0,0,Ariel,8742176354,Ari6354
887,Manhattan,2024-08-25,16,4,Present,180,Lorriane Lovitt,0,20,Chris,7457120675,Chr0675
888,Brooklyn,2024-09-01,15,20,Present,180,Fransisca Bouie,9,44,Andrew & Markus,6412901311,And1311
889,Manhattan,2024-08-24,,,Absent,180,Joy Girard,0,0,Sean And Kiana,2728758355,Sea8355
890,Brooklyn,2024-08-04,,,Absent,300,Tamisha Steinert,0,0,Jane,1445690347,Jan0347
891,Manhattan,2024-07-28,,,Absent,300,Katrina Boyce,0,0,Michael,7542673430,Mic3430
892,Brooklyn,2024-09-01,,,Absent,180,Concetta Everts,0,0,Ana,534015538,Ana5538
893,Brooklyn,2024-08-24,0,0,Present,720,Lashaun Havlik,0,0,Jason,8876275169,Jas5169
894,Brooklyn,2024-07-14,19,26,Present,300,Loida Lessman,19,64,Maria Luiza,3465846020,Mar6020
895,Brooklyn,2024-07-14,,,Absent,144,Conception Pritt,0,0,Nora,375642587,Nor2587
896,Manhattan,2024-07-28,68,33,Present,720,Glenna Hoffman,185,286,Katy,7070153895,Kat3895
897,Brooklyn,2024-07-07,,,Absent,300,Matha Pasco,0,0,Lillian,318662746,Lil2746
898,Brooklyn,2024-07-14,9,14,Present,180,Lacy Lampman,-3,20,Fabiana,5382430924,Fab0924
899,Manhattan,2024-07-28,,,Absent,100,Rheba Lueras,0,0,Erin,423770511,Eri0511
900,Manhattan,2024-08-11,150,141,Present,720,Brenda Thakkar,336,627,Candice,4422292132,Can2132
901,Brooklyn,2024-08-04,59,100,Present,300,Wilda Spagnolo,64,223,James,4799622673,Jam2673
902,Brooklyn,2024-06-09,,,Absent,75,Eileen Lightford,0,0,Todd,4336565578,Tod5578
903,Manhattan,2024-08-04,,,Absent,198,Jeanne Farias,0,0,Amanda,9303380656,Ama0656
904,Manhattan,2024-06-16,,,Present,75,Janella Dangelo,65,65,Ted And Diane,4318291135,Ted1135
905,Brooklyn,2024-07-14,,,Absent,180,Angelina Dunneback,0,0,Jason,7305177534,Jas7534
906,Manhattan,2024-07-14,3,0,Present,180,Nella Denker,8,11,S,1528686243,S6243
907,Brooklyn,2024-07-14,,,Absent,180,Bula Fenstermaker,0,0,Mathias,685297407,Mat7407
908,Manhattan,2024-08-11,,,Absent,720,Joshua Raminez,0,0,Sara,7207497224,Sar7224
909,Manhattan,2024-07-28,,,Absent,720,Krysta Alsup,0,0,Nitzan,1822715579,Nit5579
910,Brooklyn,2024-05-19,11,18,Present,300,Toya Skow,50,79,Erica,4022336478,Eri6478
911,Manhattan,2024-07-28,37,38,Present,720,Kimberli Harrington,299,374,Esther,9594984536,Est4536
912,Manhattan,2024-05-19,50,38,Present,300,Caren Mckey,63,151,Jill,6262566090,Jil6090
913,Manhattan,2024-07-28,12.5,2,Present,100,Erica Duden,16,30,Robyn,8693756815,Rob6815
914,Manhattan,2024-08-04,,,Absent,75,Honey Binder,0,0,Joseph,6358710589,Jos0589
915,Brooklyn,2024-07-21,5,17,Present,300,Hipolito Yamasaki,8,30,Duane,2887363732,Dua3732
916,Brooklyn,2024-07-14,11,33,Present,144,Burma Deyoe,43,87,Marc,9150467743,Mar7743
917,Manhattan,2024-06-16,125,125,Present,720,Wayne Earp,340,590,Todd,1290602511,Tod2511
918,Manhattan,2024-08-11,74,93,Present,720,Guillermo Feltz,267,434,Paula,8458528347,Pau8347
919,Brooklyn,2024-07-14,7,25,Present,180,Debby Reynosa,21,53,Jonathan,4127577395,Jon7395
920,Manhattan,2024-05-19,,,Absent,300,Oleta Kwong,0,0,Pat,9129831304,Pat1304
921,Brooklyn,2024-08-11,,,Absent,720,Phoebe Nestle,0,0,Patrick,2747676063,Pat6063
922,Manhattan,2024-08-11,,,Absent,720,Lyda Mcmunn,0,0,Chryslaine,4118412774,Chr2774
923,Brooklyn,2024-07-28,,,Absent,720,Saturnina Albin,0,0,Steve And Heather,3035978090,Ste8090
924,Brooklyn,2024-06-16,,,Present,75,Zoe Orndorff,52,52,Steve And Heather,4277539846,Ste9846
925,Brooklyn,2024-06-16,38,51,Present,300,Robin Acheson,41,130,Steve And Heather,8046960007,Ste0007
926,Manhattan,2024-06-23,,,Absent,720,Rafaela Zamarripa,0,0,Jason,4802045122,Jas5122
927,Manhattan,2024-06-23,,,Absent,720,Fransisca Rand,0,0,Mary,9421482465,Mar2465
928,Manhattan,2024-08-07,,,Absent,180,Foster Villicana,0,0,J,9596982950,J2950
929,Manhattan,2024-06-09,,,Absent,75,Penney Lachowicz,0,0,Yj,5220659675,Yj9675
930,Manhattan,2024-06-23,,,Absent,75,Lovella Dao,0,0,Marie,565433190,Mar3190
931,Manhattan,2024-08-04,5,5,Present,198,Harriet Woodrow,-10,0,Gladys,1030667084,Gla7084
932,Manhattan,2024-05-19,29,16,Present,300,Harmony Ohair,47,92,Laura,1796095724,Lau5724
933,Manhattan,2024-05-19,,,Absent,300,Ardelia Fritz,0,0,J,3264317930,J7930
934,Manhattan,2024-06-16,19,20,Present,300,Twyla Kennemer,24,63,Ben,6160867061,Ben7061
935,Manhattan,2024-08-11,27,49,Present,720,Noelia Gossard,213,289,R.,7291153573,R.3573
936,Manhattan,2024-08-11,,,Absent,720,Kasie Newbrough,0,0,Steven,8654829190,Ste9190
937,Brooklyn,2024-08-24,,,Absent,180,Cristine Brook,0,0,Tony,6284888185,Ton8185
938,Manhattan,2024-08-07,,,Absent,180,Jaclyn Dodson,0,0,Julie,7211674003,Jul4003
939,Manhattan,2024-08-04,22,27,Present,360,Peter Looney,51,100,Beth,8366873611,Bet3611
941,Brooklyn,2024-06-30,132,120,Present,720,Vivien Escalera,321,573,Nom,2918295003,Nom5003
942,Brooklyn,2024-08-04,,,Present,75,Cindi Kenley,52,52,Kate,3618947038,Kat7038
943,Brooklyn,2024-06-02,,,Absent,720,Norman Earles,0,0,Niki & Colin,7435869677,Nik9677
944,Brooklyn,2024-06-02,,,Absent,720,Kandice Lopez,0,0,Sascha,8760249482,Sas9482
945,Manhattan,2024-08-04,0,5,Present,144,Dawna Moss,7,12,Ron,2982445986,Ron5986
946,Brooklyn,2024-07-07,,,Absent,300,Ray Capp,0,0,Marvet,8809075290,Mar5290
